OBJECTID,BASKET_TYPE,SOURCE_PDF,PAGE_X,PAGE_Y,SECTION,YEAR,POINT_X,POINT_Y
715,S,MN092_2019-03-25,601.572310704833,168.92353866759527,MN092,2019-03-25,995392.0901,235849.7235
716,S,MN092_2019-03-25,831.5335533806142,520.7839970416187,MN092,2019-03-25,997211.2087,238658.6227
717,S,MN092_2019-03-25,664.1852715202626,282.66394088927495,MN092,2019-03-25,995888.8807,236757.3427
718,S,MN092_2019-03-25,795.5226586052236,247.36097763243902,MN092,2019-03-25,996908.2285,236480.3795
719,S,MN092_2019-03-25,728.8629296013173,398.5529942340015,MN092,2019-03-25,996401.9201,237682.1369
720,S,MN092_2019-03-25,843.1461022087392,183.75814865294683,MN092,2019-03-25,997273.6327,235975.4457
721,S,MN092_2019-03-25,580.6355278679189,258.7461552447437,MN092,2019-03-25,995236.5789,236564.2715
722,S,MN092_2019-03-25,714.3966979980469,330.9130554199219,MN092,2019-03-25,996283.7091,237143.1031
723,S,MN092_2019-03-25,692.6238854118642,239.05741928282964,MN092,2019-03-25,996106.6173,236411.0251
724,S,MN092_2019-03-25,778.8921959587392,488.68105362120855,MN092,2019-03-25,996798.8059,238401.3483
725,S,MN092_2019-03-25,689.8163292595204,329.36691330138433,MN092,2019-03-25,996092.2567,237130.0183
726,S,MN092_2019-03-25,794.3468468376454,518.3999180621265,MN092,2019-03-25,996921.5643,238638.4683
727,S,MN092_2019-03-25,650.053511876708,259.3933415240406,MN092,2019-03-25,995776.9541,236571.6093
728,S,MN092_2019-03-25,789.951216954833,467.39950607482183,MN092,2019-03-25,996883.1191,238232.2431
729,S,MN092_2019-03-25,873.4499657341298,421.05404709044683,MN092,2019-03-25,997529.1943,237865.8487
730,S,MN092_2019-03-25,594.7099754997548,234.71310470763433,MN092,2019-03-25,995344.1357,236373.3519
731,S,MN092_2019-03-25,924.9091026970204,481.023331148064,MN092,2019-03-25,997934.7059,238344.9685
732,R,MN092_2019-03-25,798.0458679199219,478.8452682495117,MN092,2019-03-25,996947.0737,238323.6341
733,S,MN092_2019-03-25,605.9466088005361,225.19088791075933,MN092,2019-03-25,995430.8069,236297.8861
734,S,MN092_2019-03-25,902.2129051872548,367.88676498595464,MN092,2019-03-25,997748.6611,237443.4143
735,S,MN092_2019-03-25,677.0474853515625,261.2635803222656,MN092,2019-03-25,995987.2193,236587.3499
736,S,MN092_2019-03-25,673.3693840690908,300.55233810607183,MN092,2019-03-25,995961.8511,236900.0683
737,H,MN092_2019-03-25,953.1041803767652,565.0752644011204,MN092,2019-03-25,998161.1395,239015.1133
738,S,MN092_2019-03-25,633.9595482536611,229.5042118853687,MN092,2019-03-25,995649.2047,236333.1123
739,S,MN092_2019-03-25,842.7702782341298,513.7305455035328,MN092,2019-03-25,997298.0849,238602.8125
740,S,MN092_2019-03-25,702.8417198845204,111.03698776427497,MN092,2019-03-25,996175.5265,235391.9939
741,S,MN092_2019-03-25,832.8087914177236,189.4634404009937,MN092,2019-03-25,997193.6453,236020.5477
742,S,MN092_2019-03-25,684.1822197624501,274.41110275450933,MN092,2019-03-25,996043.8445,236692.2595
743,S,MN092_2019-03-25,518.574996251708,94.06750534239997,MN092,2019-03-25,994739.8627,235251.0767
744,S,MN092_2019-03-25,878.4317162224111,396.6392674273609,MN092,2019-03-25,997565.9435,237671.6045
745,S,MN092_2019-03-25,836.5115502067861,322.42758224669683,MN092,2019-03-25,997233.4963,237079.3813
746,S,MN092_2019-03-25,701.2921440788564,229.78083847228277,MN092,2019-03-25,996173.3175,236337.4333
747,S,MN092_2019-03-25,835.3929588981923,592.9791188067554,MN092,2019-03-25,997247.2369,239233.5913
748,S,MN092_2019-03-25,844.0264733024892,334.2567448443531,MN092,2019-03-25,997292.9717,237173.8069
749,S,MN092_2019-03-25,826.774459142333,575.9234394854664,MN092,2019-03-25,997178.7397,239097.5163
750,S,MN092_2019-03-25,771.1957237907704,435.37683151427495,MN092,2019-03-25,996734.4761,237976.6755
751,S,MN092_2019-03-25,922.0184326171875,507.4288787841797,MN092,2019-03-25,997914.3973,238555.1299
752,S,MN092_2019-03-25,805.5507958122548,497.4135594195484,MN092,2019-03-25,997007.0303,238471.7199
753,S,MN092_2019-03-25,736.8251953125,174.18255615234375,MN092,2019-03-25,996445.2805,235895.8551
754,S,MN092_2019-03-25,855.4391625114736,388.2493290728687,MN092,2019-03-25,997386.2823,237604.0767
755,R,MN092_2019-03-25,644.2869196345777,246.40017742602282,MN092,2019-03-25,995730.9913,236467.9707
756,S,MN092_2019-03-25,579.798644322997,177.15298507872808,MN092,2019-03-25,995223.2959,235914.5657
757,S,MN092_2019-03-25,937.3225708007812,536.565055847168,MN092,2019-03-25,998035.9363,238787.6065
758,S,MN092_2019-03-25,762.3717796989736,460.30526779357183,MN092,2019-03-25,996667.8637,238174.8885
759,S,MN092_2019-03-25,847.2071068474111,219.00379989806402,MN092,2019-03-25,997308.1659,236256.2139
760,S,MN092_2019-03-25,753.0887901970204,444.7589039630054,MN092,2019-03-25,996594.3191,238050.8093
761,S,MN092_2019-03-25,724.5083153435048,151.62707565489995,MN092,2019-03-25,996347.5385,235715.8703
762,S,MN092_2019-03-25,880.9719383903798,432.3740162676929,MN092,2019-03-25,997588.6805,237956.2201
763,S,MN092_2019-03-25,830.9977867790517,175.64987228575933,MN092,2019-03-25,997178.4033,235910.5009
764,S,MN092_2019-03-25,705.7638085075673,358.22383163634527,MN092,2019-03-25,996218.7809,237360.2917
765,S,MN092_2019-03-25,761.9321434685048,417.6391758746265,MN092,2019-03-25,996660.9009,237835.1497
766,S,MN092_2019-03-25,871.4043114372548,535.2299427813648,MN092,2019-03-25,997522.7437,238774.9009
767,S,MN092_2019-03-25,845.3482201286611,205.19018600646245,MN092,2019-03-25,997292.5519,236146.1657
768,S,MN092_2019-03-25,839.3090355583486,98.04089401427497,MN092,2019-03-25,997236.6549,235292.8067
769,S,MN092_2019-03-25,828.5312805175781,536.9529876708984,MN092,2019-03-25,997189.1809,238787.2727
770,S,MN092_2019-03-25,913.2065575310048,490.49858139220464,MN092,2019-03-25,997844.4035,238420.0475
771,S,MN092_2019-03-25,958.3133080192861,540.4394535845875,MN092,2019-03-25,998199.6401,238819.1165
772,S,MN092_2019-03-25,839.2371666618642,358.9752049273609,MN092,2019-03-25,997257.7455,237370.4745
773,S,MN092_2019-03-25,916.1304772087392,586.0911259478687,MN092,2019-03-25,997875.0941,239181.2867
774,S,MN092_2019-03-25,856.4832298942861,311.77221725646245,MN092,2019-03-25,997388.0647,236995.1669
775,S,MN092_2019-03-25,744.006896276122,185.13537643614995,MN092,2019-03-25,996502.0877,235983.2921
776,S,MN092_2019-03-25,891.4437401481923,82.25647018614997,MN092,2019-03-25,997641.1401,235168.7653
777,S,MN092_2019-03-25,764.0585472770986,190.13896225157964,MN092,2019-03-25,996658.5761,236023.7637
778,S,MN092_2019-03-25,803.5296020507812,535.3100280761719,MN092,2019-03-25,996994.4425,238773.4037
779,S,MN092_2019-03-25,787.5823059082031,506.85369873046875,MN092,2019-03-25,996867.9531,238546.3197
780,S,MN092_2019-03-25,811.963623046875,276.3438720703125,MN092,2019-03-25,997038.6029,236711.6701
781,S,MN092_2019-03-25,844.0415954589844,564.7317810058594,MN092,2019-03-25,997312.2121,239008.9455
782,S,MN092_2019-03-25,834.3304894157704,210.99014328185308,MN092,2019-03-25,997207.2749,236192.0009
783,S,MN092_2019-03-25,771.7155602165517,478.1713490313648,MN092,2019-03-25,996742.0743,238317.4393
784,S,MN092_2019-03-25,667.2132408806142,243.89602707091558,MN092,2019-03-25,995909.2331,236448.7525
785,S,MN092_2019-03-25,840.6863548942861,260.2084812945484,MN092,2019-03-25,997260.8291,236584.0971
786,S,MN092_2019-03-25,887.8673241325673,564.7849964923023,MN092,2019-03-25,997653.3373,239010.7497
787,S,MN092_2019-03-25,759.2933190056142,214.83297775450933,MN092,2019-03-25,996623.5345,236220.2381
788,S,MN092_2019-03-25,811.3846275993642,546.4979557818531,MN092,2019-03-25,997056.5107,238862.7343
789,S,MN092_2019-03-25,680.7143852897939,311.8723759478687,MN092,2019-03-25,996019.9605,236990.4341
790,S,MN092_2019-03-25,746.2854149528798,387.98730514708745,MN092,2019-03-25,996536.6539,237598.5557
791,S,MN092_2019-03-25,736.5489647575673,134.0392460650562,MN092,2019-03-25,996439.7983,235576.2079
792,S,MN092_2019-03-25,1003.6570885368642,537.9755863970875,MN092,2019-03-25,998552.3733,238800.9255
793,S,MN092_2019-03-25,666.9712829589844,211.16514587402344,MN092,2019-03-25,995904.6339,236188.1281
794,S,MN092_2019-03-25,905.4901268669423,478.5002751177906,MN092,2019-03-25,997783.3471,238324.2681
795,S,MN092_2019-03-25,576.1136009880361,243.0763554400562,MN092,2019-03-25,995200.0829,236439.3597
796,S,MN092_2019-03-25,830.5179588981923,115.58139084044684,MN092,2019-03-25,997169.6831,235432.1957
797,S,MN092_2019-03-25,929.4439086914062,519.6532745361328,MN092,2019-03-25,997973.2079,238652.6997
798,S,MN092_2019-03-25,851.6420288085938,27.889892578125,MN092,2019-03-25,997326.8295,234734.6227
799,S,MN092_2019-03-25,720.8067925163564,386.7808232134937,MN092,2019-03-25,996338.2385,237588.1479
800,S,MN092_2019-03-25,853.5649108886719,582.0776824951172,MN092,2019-03-25,997387.7759,239147.3613
801,S,MN092_2019-03-25,871.0287621208486,385.4368290728687,MN092,2019-03-25,997507.3921,237582.1735
802,S,MN092_2019-03-25,830.9393920898438,341.52296447753906,MN092,2019-03-25,997191.7109,237231.2501
803,S,MN092_2019-03-25,756.7783196159658,177.97709701720464,MN092,2019-03-25,996600.9013,235926.6957
804,S,MN092_2019-03-25,846.0321190544423,371.0615849322437,MN092,2019-03-25,997311.6363,237466.9255
805,S,MN092_2019-03-25,821.7118675895986,327.54707382384527,MN092,2019-03-25,997118.7275,237119.6787
806,S,MN092_2019-03-25,823.7758324333486,500.5018162554859,MN092,2019-03-25,997149.1423,238496.8829
807,R,MN092_2019-03-25,657.0973444392652,226.90310711352282,MN092,2019-03-25,995829.0857,236313.1285
808,S,MN092_2019-03-25,1014.5101158806142,531.7981343096851,MN092,2019-03-25,998636.3359,238752.0795
809,S,MN092_2019-03-25,944.9261009880361,547.6590962237476,MN092,2019-03-25,998096.0385,238876.1807
810,S,MN092_2019-03-25,739.1085961052236,376.49272201720464,MN092,2019-03-25,996479.8387,237506.8047
811,S,MN092_2019-03-25,714.2841179558095,135.07507370177495,MN092,2019-03-25,996266.5843,235583.7545
812,S,MN092_2019-03-25,767.0428002067861,226.28352401915777,MN092,2019-03-25,996684.8045,236311.6547
813,S,MN092_2019-03-25,841.6179955192861,146.2212986773609,MN092,2019-03-25,997258.6247,235676.5121
814,S,MN092_2019-03-25,795.8951866813954,57.44796798888434,MN092,2019-03-25,996895.3719,234968.2237
815,S,MN092_2019-03-25,870.8400719353017,610.5405583209156,MN092,2019-03-25,997524.6005,239374.5395
816,S,MN092_2019-03-25,841.014404296875,112.23243713378906,MN092,2019-03-25,997251.1067,235405.8597
817,H,MN092_2019-03-25,815.4209289550781,47.4481201171875,MN092,2019-03-25,997046.5229,234889.2139
818,S,MN092_2019-03-25,851.2260885663233,622.3913271407159,MN092,2019-03-25,997372.9163,239468.2831
819,S,MN092_2019-03-25,837.472121281167,553.8638994673761,MN092,2019-03-25,997260.1755,238922.2047
820,S,MN092_2019-03-25,882.022414249917,543.0315401534112,MN092,2019-03-25,997606.0389,238837.3559
821,S,MN092_2019-03-25,927.2050619549951,579.5223543623956,MN092,2019-03-25,997960.7491,239129.3311
822,S,MN092_2019-03-25,951.3626242108545,529.3014452437433,MN092,2019-03-25,998144.6151,238730.2123
823,S,MN092_2019-03-25,620.8465872235498,160.49707054891905,MN092,2019-03-25,995541.4147,235783.2351
824,S,MN093_2017-03-14,649.9535414518323,151.31282610388007,MN093,2017-03-14,997944.8897,239229.0467
825,S,MN093_2017-03-14,566.1208232768695,196.78087478561793,MN093,2017-03-14,997402.6251,239521.1669
826,S,MN093_2017-03-14,646.9237171126879,287.40337838663254,MN093,2017-03-14,997936.4139,240121.9165
827,S,MN093_2017-03-14,765.5867296404322,84.13819452835014,MN093,2017-03-14,998692.4825,238796.8523
828,S,MN093_2017-03-14,714.924169033533,182.0668117009336,MN093,2017-03-14,998370.6061,239435.7245
829,S,MN093_2017-03-14,681.9630739737768,345.73791195463855,MN093,2017-03-14,998169.4611,240507.3551
830,S,MN093_2017-03-14,809.7719853024464,341.1741617732914,MN093,2017-03-14,999001.5395,240486.9545
831,S,MN093_2017-03-14,792.894816663058,603.1045530408446,MN093,2017-03-14,998913.2839,242204.6167
832,S,MN093_2017-03-14,805.1244460552698,571.2009873199859,MN093,2017-03-14,998990.2993,241996.1629
833,S,MN093_2017-03-14,721.3474505387712,735.8047536263766,MN093,2017-03-14,998458.2541,243070.1163
834,S,MN093_2017-03-14,883.404410103336,300.11242186039453,MN093,2017-03-14,999477.7307,240222.9891
835,H,MN093_2017-03-14,897.7339809852419,175.733061449253,MN093,2017-03-14,999560.7735,239407.8183
836,S,MN093_2017-03-14,940.5484358115355,295.62332011951366,MN093,2017-03-14,999849.5545,240197.7985
837,S,MN093_2017-03-14,836.7207754357951,351.7590938345238,MN093,2017-03-14,999177.9403,240558.4325
838,S,MN093_2017-03-14,960.6926748932456,349.9333711057261,MN093,2017-03-14,999985.2523,240555.7137
839,S,MN093_2017-03-14,923.0695679294877,505.7948909709812,MN093,2017-03-14,999753.0981,241575.7467
840,S,MN093_2017-03-14,933.5859160036198,525.5494815997081,MN093,2017-03-14,999823.2273,241706.1721
841,S,MN093_2017-03-14,830.2707165857428,674.920630113309,MN093,2017-03-14,999162.6645,242678.7031
842,S,MN093_2017-03-14,995.8216801953968,464.54893230076414,MN093,2017-03-14,1000223.54,241310.5049
843,S,MN093_2017-03-14,1001.2537897862494,418.05792459400254,MN093,2017-03-14,1000255.075,241005.8133
844,S,MN093_2017-03-14,1023.9310953748645,495.00118937020306,MN093,2017-03-14,1000409.144,241512.4495
845,H,MN093_2017-03-14,605.3308248349349,266.790389286296,MN093,2017-03-14,997663.8027,239983.5359
846,S,MN093_2017-03-14,582.3478942341753,336.6616518283554,MN093,2017-03-14,997519.8887,240440.3489
847,S,MN093_2017-03-14,589.3402968557784,347.6700995314168,MN093,2017-03-14,997566.3429,240513.1143
848,H,MN093_2017-03-14,636.9982284370344,321.94808679056587,MN093,2017-03-14,997874.6247,240347.8745
849,S,MN093_2017-03-14,686.4611405587639,156.14253332704538,MN093,2017-03-14,998183.0725,239263.4687
850,S,MN093_2017-03-14,700.3265903284773,147.64661502069794,MN093,2017-03-14,998272.6801,239208.7511
851,S,MN093_2017-03-14,760.0226083255839,115.54614499513991,MN093,2017-03-14,998658.8409,239002.5505
852,S,MN093_2017-03-14,781.0778044747422,150.54372451081872,MN093,2017-03-14,998798.8747,239233.7961
853,S,MN093_2017-03-14,674.6038158688461,322.77141690140706,MN093,2017-03-14,998119.6287,240356.0877
854,S,MN093_2017-03-14,686.0152421035455,410.7901313364564,MN093,2017-03-14,998201.2365,240934.5649
855,S,MN093_2017-03-14,701.2457505212515,382.44557942889514,MN093,2017-03-14,998298.0915,240749.6911
856,S,MN093_2017-03-14,714.0642471243627,465.20945967076113,MN093,2017-03-14,998388.4295,241293.7875
857,S,MN093_2017-03-14,799.6707739635604,326.777764716855,MN093,2017-03-14,998934.5565,240391.7247
858,S,MN093_2017-03-14,786.1790351461968,538.2179196031066,MN093,2017-03-14,998864.1737,241778.2945
859,S,MN093_2017-03-14,856.0085496397223,250.84568162146024,MN093,2017-03-14,999295.2169,239897.6281
860,S,MN093_2017-03-14,863.89521010936,265.6663853353821,MN093,2017-03-14,999347.8123,239995.4791
861,S,MN093_2017-03-14,917.3531614523381,396.77348038885975,MN093,2017-03-14,999706.8445,240859.8649
862,S,MN093_2017-03-14,949.3636314743198,428.96225119917654,MN093,2017-03-14,999918.0017,241073.4961
863,S,MN093_2017-03-14,962.2321085481672,438.0577007793472,MN093,2017-03-14,1000002.57,241134.1463
864,S,MN093_2017-03-14,855.1507956993883,659.1887642538059,MN093,2017-03-14,999323.4145,242577.3219
865,S,MN093_2017-03-14,984.4896484951023,426.00865733181126,MN093,2017-03-14,1000146.543,241056.7379
866,S,MN093_2017-03-14,989.1961330571212,440.7513141676318,MN093,2017-03-14,1000178.417,241153.8379
867,S,MN093_2017-03-14,994.5235942063155,402.17113685334334,MN093,2017-03-14,1000209.925,240901.0529
868,S,MN093_2017-03-14,1004.5193367910106,370.59616489554173,MN093,2017-03-14,1000272.417,240694.5899
869,S,MN093_2017-03-14,585.925863126351,232.95525122305844,MN093,2017-03-14,997534.6133,239760.0419
870,S,MN093_2017-03-14,609.7310398535337,218.8360319120111,MN093,2017-03-14,997688.4951,239669.1631
871,S,MN093_2017-03-14,659.794655124133,308.44304719142383,MN093,2017-03-14,998021.9867,240260.9511
872,S,MN093_2017-03-14,727.8116304831346,153.19936914759455,MN093,2017-03-14,998452.1569,239247.2433
873,S,MN093_2017-03-14,748.4359281776706,232.4144894828205,MN093,2017-03-14,998593.0417,239768.6353
874,S,MN093_2017-03-14,766.6626281206845,222.39823908481048,MN093,2017-03-14,998710.9295,239704.2659
875,S,MN093_2017-03-14,780.4785661696806,293.0684567367425,MN093,2017-03-14,998806.7635,240169.0721
876,S,MN093_2017-03-14,791.1113986234413,305.8076759929536,MN093,2017-03-14,998877.0719,240253.4679
877,S,MN093_2017-03-14,807.8979227279779,199.29114832286723,MN093,2017-03-14,998977.5939,239555.7055
878,S,MN093_2017-03-14,737.4610253978171,453.1426623162697,MN093,2017-03-14,998539.8213,241216.3473
879,S,MN093_2017-03-14,757.8671199586825,487.9157398699026,MN093,2017-03-14,998675.6083,241446.0703
880,S,MN093_2017-03-14,850.3503853523871,37.70364190195687,MN093,2017-03-14,999240.7313,238498.4579
881,S,MN093_2017-03-14,823.1215170829091,191.1564604996238,MN093,2017-03-14,999076.0767,239503.4597
882,S,MN093_2017-03-14,843.4078460140154,259.47935383953154,MN093,2017-03-14,999213.8601,239953.3461
883,S,MN093_2017-03-14,845.413099999947,231.3709933476057,MN093,2017-03-14,999224.5949,239769.0341
884,S,MN093_2017-03-14,931.8330253089662,183.7041555159958,MN093,2017-03-14,999783.5293,239462.6773
885,S,MN093_2017-03-14,944.4617367482861,260.3216976230033,MN093,2017-03-14,999872.1217,239966.4239
886,S,MN093_2017-03-14,867.6636672903551,402.639740387589,MN093,2017-03-14,999383.6891,240894.6505
887,S,MN093_2017-03-14,953.158162875101,561.0972710981878,MN093,2017-03-14,999953.6475,241940.9175
888,S,MN093_2017-03-14,976.7280856866855,412.1431196714693,MN093,2017-03-14,1000094.842,240965.1649
889,S,MN093_2017-03-14,996.494570847135,354.9213400539302,MN093,2017-03-14,1000218.854,240591.1229
890,S,MN093_2017-03-14,595.5017814756138,249.7857792355935,MN093,2017-03-14,997598.3769,239871.2083
891,S,MN093_2017-03-14,620.7545168540673,237.70064203662332,MN093,2017-03-14,997761.8545,239793.7859
892,S,MN093_2017-03-14,623.3625247702003,297.9318553674966,MN093,2017-03-14,997783.8241,240189.2487
893,S,MN093_2017-03-14,601.7505707864184,363.16659428781713,MN093,2017-03-14,997648.4561,240615.7383
894,S,MN093_2017-03-14,636.9415096847806,343.2653434970125,MN093,2017-03-14,997876.0187,240487.7647
895,S,MN093_2017-03-14,666.5206905476516,375.6772100193193,MN093,2017-03-14,998071.3575,240702.6789
896,S,MN093_2017-03-14,691.4009454425541,128.4781376965111,MN093,2017-03-14,998212.9577,239082.2897
897,S,MN093_2017-03-14,739.5720411067014,173.22876447474118,MN093,2017-03-14,998530.4125,239379.5667
898,S,MN093_2017-03-14,669.7473313008668,304.07435561157763,MN093,2017-03-14,998086.4495,240233.0241
899,S,MN093_2017-03-14,686.0924100753618,177.24589354061754,MN093,2017-03-14,998182.4177,239401.9325
900,S,MN093_2017-03-14,737.5894629029208,218.39071939431597,MN093,2017-03-14,998521.2357,239675.7935
901,S,MN093_2017-03-14,746.3198148123338,187.62519082805375,MN093,2017-03-14,998575.5541,239474.5475
902,S,MN093_2017-03-14,762.6810654624715,278.10191317327553,MN093,2017-03-14,998689.6045,240069.5241
903,H,MN093_2017-03-14,777.5001871450804,244.18779073189944,MN093,2017-03-14,998783.3205,239848.0703
904,S,MN093_2017-03-14,807.3160281736054,295.79136700119125,MN093,2017-03-14,998981.7883,240188.9473
905,S,MN093_2017-03-14,719.4511223384179,417.1357468229835,MN093,2017-03-14,998419.5381,240978.7049
906,S,MN093_2017-03-14,724.8387592712534,479.97842510137707,MN093,2017-03-14,998459.8281,241391.5145
907,S,MN093_2017-03-14,772.7258510178654,569.9956405924022,MN093,2017-03-14,998779.1783,241985.8317
908,S,MN093_2017-03-14,782.9860858005704,583.7811538355018,MN093,2017-03-14,998847.1463,242077.0653
909,S,MN093_2017-03-14,872.8216753078159,26.235321133746766,MN093,2017-03-14,999386.1437,238424.8767
910,S,MN093_2017-03-14,920.8761694048299,163.3471039258293,MN093,2017-03-14,999710.4801,239328.2643
911,H,MN093_2017-03-14,828.3231188521022,239.3300756951212,MN093,2017-03-14,999113.9417,239819.9881
912,S,MN093_2017-03-14,883.0005819622893,181.88206559984246,MN093,2017-03-14,999465.3191,239447.0703
913,S,MN093_2017-03-14,892.58575812442,203.19191019661957,MN093,2017-03-14,999529.5133,239587.6325
914,S,MN093_2017-03-14,894.3399964753771,320.9719148767763,MN093,2017-03-14,999550.6831,240360.6965
915,S,MN093_2017-03-14,930.3398807183839,275.66517479519825,MN093,2017-03-14,999781.4117,240066.0611
916,S,MN093_2017-03-14,949.0999009950901,310.0196878790739,MN093,2017-03-14,999906.4431,240292.9141
917,S,MN093_2017-03-14,839.1766739708837,398.05384176786174,MN093,2017-03-14,999197.7657,240862.4263
918,S,MN093_2017-03-14,849.4369087535888,411.16562939825235,MN093,2017-03-14,999265.6781,240949.2395
919,S,MN093_2017-03-14,877.1884332938353,465.2628385791322,MN093,2017-03-14,999450.9075,241306.3265
920,S,MN093_2017-03-14,878.3301911517046,328.66597768251086,MN093,2017-03-14,999447.0437,240409.9933
921,S,MN093_2017-03-14,816.7182160472148,590.8577703276387,MN093,2017-03-14,999067.4393,242126.0273
922,S,MN093_2017-03-14,896.4455043715425,501.5815607254335,MN093,2017-03-14,999579.3387,241546.1067
923,S,MN093_2017-03-14,906.7057977479999,515.4385436979355,MN093,2017-03-14,999647.3137,241637.8099
924,S,MN093_2017-03-14,913.181872224086,492.68313263746677,MN093,2017-03-14,999687.6113,241488.9615
925,S,MN093_2017-03-14,914.9902512021945,537.0561519788171,MN093,2017-03-14,999703.0611,241780.2961
926,S,MN093_2017-03-14,941.8240217997227,539.5732516882126,MN093,2017-03-14,999878.0453,241798.8191
927,S,MN093_2017-03-14,965.6666985283955,371.49988563457737,MN093,2017-03-14,1000019.433,240697.6165
928,S,MN093_2017-03-14,981.3755663401098,328.924786286545,MN093,2017-03-14,1000118.227,240419.3915
929,S,MN093_2017-03-14,1006.2404696719022,440.1976032081293,MN093,2017-03-14,1000289.386,241151.4785
930,S,MN093_2017-03-14,1018.8751576739596,477.2348019454803,MN093,2017-03-14,1000374.744,241395.4799
931,S,MN093_2017-03-14,1032.6102363447426,522.6965225019667,MN093,2017-03-14,1000467.965,241694.8481
932,S,MN093_2017-03-14,578.6117808044655,216.8302505823085,MN093,2017-03-14,997485.6411,239653.6749
933,S,MN093_2017-03-14,630.2747125448659,253.214861403103,MN093,2017-03-14,997825.1457,239896.3095
934,S,MN093_2017-03-14,609.6981101647252,373.1407157779031,MN093,2017-03-14,997701.0465,240681.7865
935,S,MN093_2017-03-14,718.567704334564,203.1565781639656,MN093,2017-03-14,998396.0811,239574.3987
936,S,MN093_2017-03-14,731.4820017227321,195.49157785938587,MN093,2017-03-14,998479.5623,239525.0623
937,S,MN093_2017-03-14,708.2322351738694,397.5871132336906,MN093,2017-03-14,998344.8497,240849.5789
938,S,MN093_2017-03-14,745.3240725852665,514.6539440573833,MN093,2017-03-14,998596.1241,241620.6031
939,S,MN093_2017-03-14,767.3822179930285,502.3915900544962,MN093,2017-03-14,998738.7811,241541.7803
940,S,MN093_2017-03-14,802.8804225286003,618.9913261330657,MN093,2017-03-14,998979.6373,242309.6189
941,S,MN093_2017-03-14,833.3066346751293,48.73801734042354,MN093,2017-03-14,999130.6329,238569.5981
942,S,MN093_2017-03-14,869.7947220625356,310.55716836918145,MN093,2017-03-14,999389.9505,240290.5165
943,H,MN093_2017-03-14,882.5108553803293,208.44214478024514,MN093,2017-03-14,999464.3265,239621.3341
944,S,MN093_2017-03-14,901.1614811214386,227.27236037224066,MN093,2017-03-14,999587.3609,239746.3011
945,S,MN093_2017-03-14,923.7566968630417,222.1652117318008,MN093,2017-03-14,999734.1073,239714.4747
946,S,MN093_2017-03-14,819.2392708348925,363.4325513296353,MN093,2017-03-14,999065.0437,240633.7343
947,S,MN093_2017-03-14,886.0129453632399,436.7441167427751,MN093,2017-03-14,999506.0239,241119.8307
948,S,MN093_2017-03-14,888.474293117295,343.06237473894726,MN093,2017-03-14,999514.3053,240505.2281
949,S,MN093_2017-03-14,887.6623008975293,480.7770286487357,MN093,2017-03-14,999520.4099,241408.9213
950,S,MN093_2017-03-14,954.7098426242592,605.7925267804676,MN093,2017-03-14,999967.4527,242234.3461
951,S,MN093_2017-03-14,1010.8373839170672,456.82961558777606,MN093,2017-03-14,1000320.703,241260.9697
952,S,MN093_2017-03-14,1012.8929699362488,527.4962590208161,MN093,2017-03-14,1000339.937,241724.8737
953,S,MN093_2017-03-14,1022.8366812688764,567.6179207713576,MN093,2017-03-14,1000408.023,241988.9155
954,S,MN093_2017-03-14,665.4429170673247,140.36645848141052,MN093,2017-03-14,998044.8695,239158.3681
955,S,MN093_2017-03-14,592.4251407283591,181.28956557629863,MN093,2017-03-14,997572.6713,239421.4709
956,S,MN093_2017-03-14,601.5289692151127,203.69446881033946,MN093,2017-03-14,997633.8207,239569.1833
957,H,MN093_2017-03-14,651.2925844737911,349.54767773102503,MN093,2017-03-14,997970.0119,240530.0653
958,S,MN093_2017-03-14,656.6171159353689,360.90877193247434,MN093,2017-03-14,998005.6311,240605.0209
959,S,MN093_2017-03-14,710.4278602611157,161.67038510920247,MN093,2017-03-14,998339.6323,239301.5367
960,S,MN093_2017-03-14,750.4162212251103,95.38092935009627,MN093,2017-03-14,998594.6035,238869.4987
961,S,MN093_2017-03-14,704.9788170758402,193.11062073352514,MN093,2017-03-14,998306.7423,239507.4567
962,S,MN093_2017-03-14,747.8637015924323,260.3049398098374,MN093,2017-03-14,998591.6223,239951.6235
963,H,MN093_2017-03-14,770.8547181310132,274.8662489822018,MN093,2017-03-14,998742.5737,240048.9009
964,S,MN093_2017-03-14,813.9572198437527,177.1675536937546,MN093,2017-03-14,999015.2301,239410.9717
965,S,MN093_2017-03-14,690.5209844700876,362.55361574783456,MN093,2017-03-14,998226.5933,240618.3485
966,S,MN093_2017-03-14,694.1007697685855,430.02730983524816,MN093,2017-03-14,998255.4917,241061.4121
967,S,MN093_2017-03-14,796.7272582215955,555.9800003870332,MN093,2017-03-14,998934.3467,241895.6473
968,S,MN093_2017-03-14,935.0207598106354,155.81212315766606,MN093,2017-03-14,999801.9843,239279.8725
969,S,MN093_2017-03-14,816.8140168322716,221.1676530984114,MN093,2017-03-14,999037.4775,239699.9375
970,S,MN093_2017-03-14,910.5316768062767,241.6687281318009,MN093,2017-03-14,999649.5825,239841.4779
971,S,MN093_2017-03-14,845.704193761514,366.15546159408404,MN093,2017-03-14,999237.6427,240653.5805
972,S,MN093_2017-03-14,928.1995681333356,413.0328950974508,MN093,2017-03-14,999778.8369,240967.3779
